0 0     -3.859900e+02 3.871200e+02
8 11024     1.989001e+01 3.001100e+02
9 11024     -2.182900e+02 4.046200e+02
14 11024     5.583900e+02 -1.105600e+02
1 11025     7.082000e+02 5.636800e+02
2 11025     -6.131000e+01 3.857700e+02
3 11025     -2.023700e+02 5.071002e+01
4 11025     6.770001e+01 -5.451400e+02
6 11025     -2.044100e+02 7.204900e+02
8 11025     2.960999e+01 3.026100e+02
9 11025     -2.081600e+02 4.078100e+02
11 11025     3.835900e+02 -1.534800e+02
1 11026     -5.957001e+01 5.617400e+02
4 11026     1.770001e+01 -1.184500e+02
1 11027     5.802000e+02 5.602400e+02
3 11027     -2.853200e+02 2.494000e+01
5 11027     5.694800e+02 -5.356000e+01
8 11027     -4.309998e+01 2.789300e+02
9 11027     -2.821600e+02 3.809200e+02
13 11027     3.196500e+02 2.542000e+02
14 11027     4.717600e+02 -1.386400e+02
1 11028     5.802000e+02 5.602400e+02
2 11028     -1.492400e+02 3.584700e+02
4 11028     5.701001e+01 -4.718400e+02
5 11028     5.694800e+02 -5.356000e+01
6 11028     -3.121500e+02 6.675900e+02
8 11028     -4.309998e+01 2.789300e+02
9 11028     -2.821600e+02 3.809200e+02
11 11028     2.910400e+02 -1.815400e+02
13 11028     3.196500e+02 2.542000e+02
14 11028     4.717600e+02 -1.386400e+02
1 11029     5.896000e+02 5.583600e+02
2 11029     -1.419000e+02 3.581400e+02
3 11029     -2.782700e+02 2.378003e+01
4 11029     5.671002e+01 -4.774500e+02
5 11029     5.778600e+02 -5.292999e+01
6 11029     -3.030700e+02 6.695000e+02
8 11029     -3.721002e+01 2.788900e+02
9 11029     -2.758200e+02 3.816000e+02
11 11029     2.988700e+02 -1.813300e+02
13 11029     3.264000e+02 2.546700e+02
14 11029     4.797900e+02 -1.385000e+02
1 11030     6.059500e+02 5.574000e+02
2 11030     -1.302200e+02 3.605500e+02
3 11030     -2.672400e+02 2.635999e+01
4 11030     5.733002e+01 -4.868800e+02
5 11030     5.914500e+02 -5.028003e+01
6 11030     -2.886500e+02 6.746100e+02
8 11030     -2.734998e+01 2.811400e+02
9 11030     -2.659500e+02 3.836600e+02
11 11030     3.109399e+02 -1.784200e+02
13 11030     3.372800e+02 2.575800e+02
14 11030     4.930000e+02 -1.353700e+02
1 11031     6.275800e+02 5.567900e+02
5 11031     6.096000e+02 -4.603003e+01
11 11031     3.273400e+02 -1.745200e+02
13 11031     3.516500e+02 2.618900e+02
1 11032     6.785300e+02 5.536300e+02
4 11032     6.065002e+01 -5.290601e+02
5 11032     6.519399e+02 -3.776001e+01
6 11032     -2.253700e+02 6.993400e+02
9 11032     -2.223600e+02 3.947500e+02
11 11032     3.655900e+02 -1.661100e+02
1 11033     6.656801e+02 5.459700e+02
3 11033     -2.243500e+02 2.681000e+01
4 11033     5.521002e+01 -5.229399e+02
5 11033     6.442000e+02 -4.741998e+01
6 11033     -2.316900e+02 6.862800e+02
9 11033     -2.268500e+02 3.859400e+02
13 11033     3.790601e+02 2.623200e+02
14 11033     5.440100e+02 -1.311000e+02
1 11034     8.700100e+02 5.425600e+02
6 11034     -6.765997e+01 7.557400e+02
1 11035     8.700100e+02 5.425600e+02
6 11035     -6.765997e+01 7.557400e+02
8 11035     1.202000e+02 3.111300e+02
9 11035     -1.162100e+02 4.191100e+02
11 11035     5.027100e+02 -1.381200e+02
13 11035     5.072600e+02 2.996500e+02
14 11035     6.994600e+02 -9.048999e+01
1 11036     7.690300e+02 5.241200e+02
2 11036     -9.929993e+00 3.622500e+02
3 11036     -1.535300e+02 2.584003e+01
9 11036     -1.633500e+02 3.880600e+02
11 11036     4.394500e+02 -1.697300e+02
13 11036     4.495200e+02 2.678500e+02
14 11036     6.301000e+02 -1.264300e+02
1 11037     7.645400e+02 5.133600e+02
2 11037     -9.130005e+00 3.519100e+02
4 11037     4.559003e+01 -5.840500e+02
5 11037     7.326500e+02 -5.353998e+01
6 11037     -1.376600e+02 6.917300e+02
9 11037     -1.622500e+02 3.794700e+02
11 11037     4.398600e+02 -1.776800e+02
13 11037     4.492800e+02 2.594900e+02
14 11037     6.300800e+02 -1.363800e+02
1 11038     8.601200e+02 5.047000e+02
5 11038     8.109700e+02 -4.240002e+01
9 11038     -1.109900e+02 3.885000e+02
11 11038     5.085900e+02 -1.661700e+02
14 11038     7.049301e+02 -1.229800e+02
1 11039     -7.906000e+02 4.936800e+02
4 11039     -4.584003e+01 2.636500e+02
1 11040     -9.216998e+01 4.941100e+02
4 11040     -2.140997e+01 -1.019600e+02
5 11040     -3.928003e+01 -2.798600e+02
7 11040     -6.544700e+02 3.890300e+02
11 11040     -2.436600e+02 -3.750800e+02
12 11040     -7.843700e+02 2.908600e+02
1 11041     -1.617900e+02 4.822400e+02
4 11041     -3.119000e+01 -6.421997e+01
13 11041     -2.136400e+02 1.596997e+01
14 11041     -1.995200e+02 -4.065400e+02
1 11042     2.519900e+02 4.744400e+02
5 11042     2.990200e+02 -2.148600e+02
7 11042     -3.227600e+02 4.944900e+02
11 11042     5.350000e+01 -3.185000e+02
12 11042     -4.076900e+02 4.221600e+02
13 11042     1.075500e+02 1.130400e+02
14 11042     2.115900e+02 -3.021000e+02
1 11043     7.162800e+02 4.519100e+02
3 11043     -1.761600e+02 -5.007001e+01
9 11043     -1.813600e+02 3.196000e+02
11 11043     4.231300e+02 -2.330400e+02
1 11044     -1.257400e+02 4.171600e+02
10 11044     -6.720700e+02 4.443000e+02
11 11044     -2.634000e+02 -4.491600e+02
12 11044     -7.950200e+02 1.767200e+02
15 11044     -6.874500e+02 4.753700e+02
1 11045     2.414700e+02 4.124500e+02
2 11045     -3.794000e+02 1.136800e+02
6 11045     -5.727100e+02 3.382700e+02
7 11045     -3.114700e+02 4.310800e+02
8 11045     -2.317600e+02 8.129999e+01
12 11045     -3.944600e+02 3.475000e+02
13 11045     1.096800e+02 5.971997e+01
14 11045     2.123101e+02 -3.680700e+02
1 11046     6.283300e+02 4.103500e+02
2 11046     -6.965002e+01 2.227300e+02
6 11046     -2.080500e+02 5.258100e+02
9 11046     -2.095200e+02 2.653300e+02
1 11047     6.283300e+02 4.103500e+02
2 11047     -6.965002e+01 2.227300e+02
6 11047     -2.080500e+02 5.258100e+02
9 11047     -2.095200e+02 2.653300e+02
1 11048     6.435200e+02 4.026800e+02
2 11048     -5.709998e+01 2.192100e+02
5 11048     6.607500e+02 -1.855800e+02
6 11048     -1.924300e+02 5.247800e+02
7 11048     2.410999e+01 5.540600e+02
8 11048     3.334998e+01 1.701500e+02
9 11048     -1.985900e+02 2.623700e+02
11 11048     3.839600e+02 -2.877000e+02
12 11048     -2.713000e+01 4.991900e+02
1 11049     4.889900e+02 3.951400e+02
4 11049     -4.178998e+01 -4.323800e+02
11 11049     2.657900e+02 -3.305000e+02
12 11049     -1.559400e+02 4.324300e+02
1 11050     -6.212400e+02 3.916900e+02
4 11050     -1.046500e+02 2.060800e+02
1 11051     5.122500e+02 3.918700e+02
2 11051     -1.503800e+02 1.708000e+02
3 11051     -2.883100e+02 -1.609700e+02
7 11051     -7.584998e+01 5.029100e+02
8 11051     -4.366998e+01 1.298800e+02
11 11051     2.851100e+02 -3.275200e+02
12 11051     -1.338700e+02 4.377200e+02
13 11051     3.083199e+02 1.125700e+02
14 11051     4.592500e+02 -3.112600e+02
1 11052     5.122500e+02 3.918700e+02
2 11052     -1.503800e+02 1.708000e+02
8 11052     -4.366998e+01 1.298800e+02
11 11052     2.851100e+02 -3.275200e+02
12 11052     -1.338700e+02 4.377200e+02
13 11052     3.083199e+02 1.125700e+02
14 11052     4.592500e+02 -3.112600e+02
1 11053     6.243000e+02 3.874500e+02
2 11053     -6.578003e+01 1.993100e+02
5 11053     6.482300e+02 -2.051800e+02
7 11053     1.476001e+01 5.353100e+02
8 11053     2.606000e+01 1.536800e+02
11 11053     3.743000e+02 -3.037500e+02
12 11053     -3.670001e+01 4.771700e+02
13 11053     3.851400e+02 1.358100e+02
14 11053     5.543800e+02 -2.854000e+02
1 11054     6.335699e+02 3.864800e+02
5 11054     6.564200e+02 -2.036200e+02
11 11054     3.818101e+02 -3.023200e+02
13 11054     3.914399e+02 1.373700e+02
14 11054     5.624000e+02 -2.836700e+02
1 11055     6.335699e+02 3.864800e+02
2 11055     -5.915002e+01 2.007100e+02
5 11055     6.564200e+02 -2.036200e+02
7 11055     2.206000e+01 5.371500e+02
8 11055     3.144000e+01 1.548600e+02
11 11055     3.818101e+02 -3.023200e+02
12 11055     -2.875000e+01 4.789100e+02
13 11055     3.914399e+02 1.373700e+02
14 11055     5.624000e+02 -2.836700e+02
1 11056     -6.194000e+02 3.840800e+02
4 11056     -1.086300e+02 2.034500e+02
1 11057     4.838300e+02 3.832500e+02
2 11057     -1.694600e+02 1.555800e+02
3 11057     -3.061300e+02 -1.758900e+02
4 11057     -4.923999e+01 -4.298000e+02
7 11057     -9.560999e+01 4.863700e+02
8 11057     -5.932001e+01 1.181900e+02
9 11057     -2.901600e+02 2.040400e+02
11 11057     2.649301e+02 -3.409300e+02
13 11057     2.893700e+02 9.820999e+01
14 11057     4.354800e+02 -3.283500e+02
1 11058     -6.549600e+02 3.753200e+02
4 11058     -1.151100e+02 2.235000e+02
1 11059     4.735200e+02 3.753900e+02
2 11059     -1.745500e+02 1.447000e+02
7 11059     -1.014700e+02 4.762800e+02
13 11059     2.840500e+02 8.938000e+01
14 11059     4.289100e+02 -3.392500e+02
1 11060     4.735200e+02 3.753900e+02
2 11060     -1.745500e+02 1.447000e+02
4 11060     -5.457001e+01 -4.239100e+02
7 11060     -1.014700e+02 4.762800e+02
8 11060     -6.452002e+01 1.085000e+02
11 11060     2.587300e+02 -3.497600e+02
13 11060     2.840500e+02 8.938000e+01
14 11060     4.289100e+02 -3.392500e+02
1 11061     6.049200e+02 3.700100e+02
3 11061     -2.148300e+02 -1.551000e+02
7 11061     5.309998e+00 5.139200e+02
8 11061     1.891998e+01 1.358400e+02
13 11061     3.754500e+02 1.179700e+02
14 11061     5.432500e+02 -3.071400e+02
1 11062     2.664200e+02 3.116900e+02
7 11062     -2.429400e+02 3.489100e+02
1 11063     -3.433500e+02 3.101900e+02
5 11063     -2.718400e+02 -5.493300e+02
1 11064     5.357300e+02 2.949600e+02
10 11064     1.021500e+02 5.630800e+02
1 11065     5.231200e+02 2.936600e+02
5 11065     6.122100e+02 -3.226700e+02
6 11065     -2.111200e+02 3.597100e+02
8 11065     1.753003e+01 7.503000e+01
9 11065     -2.019700e+02 1.631900e+02
10 11065     9.034998e+01 5.574400e+02
12 11065     -6.015997e+01 3.571600e+02
13 11065     3.575900e+02 4.262000e+01
14 11065     5.219000e+02 -4.015500e+02
1 11066     5.231200e+02 2.936600e+02
6 11066     -2.111200e+02 3.597100e+02
10 11066     9.034998e+01 5.574400e+02
12 11066     -6.015997e+01 3.571600e+02
1 11067     -3.583100e+02 2.676200e+02
7 11067     -8.191500e+02 5.025000e+01
13 11067     -3.184500e+02 -2.247100e+02
1 11068     -1.569700e+02 2.663300e+02
4 11068     -1.542900e+02 -8.303998e+01
1 11069     -4.509100e+02 2.456700e+02
13 11069     -3.899100e+02 -2.712100e+02
1 11070     -4.509100e+02 2.456700e+02
13 11070     -3.899100e+02 -2.712100e+02
1 11071     4.241000e+02 2.462800e+02
6 11071     -2.499100e+02 2.656500e+02
11 11071     2.608500e+02 -4.731600e+02
1 11072     4.056899e+02 2.449600e+02
4 11072     -1.333900e+02 -4.172700e+02
5 11072     5.362900e+02 -4.061000e+02
7 11072     -9.003003e+01 3.441700e+02
11 11072     2.445300e+02 -4.790600e+02
12 11072     -1.274600e+02 2.660700e+02
14 11072     4.508500e+02 -4.859200e+02
1 11073     -4.021700e+02 2.406800e+02
7 11073     -8.474700e+02 4.830017e+00
13 11073     -3.406600e+02 -2.613700e+02
1 11074     3.819500e+02 2.274500e+02
4 11074     -1.452400e+02 -4.088100e+02
5 11074     5.300200e+02 -4.291500e+02
6 11074     -2.672300e+02 2.251100e+02
7 11074     -9.842999e+01 3.223100e+02
11 11074     2.309100e+02 -5.006600e+02
1 11075     3.958700e+02 2.274100e+02
4 11075     -1.442400e+02 -4.172600e+02
5 11075     5.412800e+02 -4.258199e+02
6 11075     -2.552400e+02 2.330200e+02
7 11075     -8.684003e+01 3.265700e+02
11 11075     2.430601e+02 -4.963900e+02
1 11076     8.236600e+02 2.165100e+02
3 11076     1.328100e+02 -1.107000e+02
7 11076     2.754200e+02 4.743000e+02
8 11076     2.908600e+02 1.564400e+02
9 11076     8.998999e+01 2.710000e+02
1 11077     3.946801e+02 2.111300e+02
10 11077     1.119995e+00 4.206800e+02
1 11078     3.946801e+02 2.111300e+02
5 11078     5.520900e+02 -4.415000e+02
6 11078     -2.389900e+02 2.177300e+02
13 11078     3.119500e+02 -5.259998e+01
14 11078     4.655601e+02 -5.221100e+02
1 11079     4.234301e+02 2.088400e+02
10 11079     3.164001e+01 4.301800e+02
1 11080     3.880900e+02 2.070900e+02
6 11080     -2.415500e+02 2.091000e+02
10 11080     -1.950012e+00 4.138100e+02
1 11081     7.720400e+02 1.978600e+02
13 11081     6.021500e+02 4.407001e+01
1 11082     5.786300e+02 1.905700e+02
10 11082     1.958000e+02 4.704300e+02
1 11083     5.494200e+02 1.820700e+02
6 11083     -7.845001e+01 2.725200e+02
7 11083     6.112000e+01 3.453600e+02
10 11083     1.705500e+02 4.503900e+02
11 11083     3.875100e+02 -4.957600e+02
13 11083     4.351801e+02 -3.165997e+01
14 11083     6.233900e+02 -5.010500e+02
1 11084     -3.502002e+01 1.647900e+02
2 11084     -4.219000e+02 -1.849600e+02
7 11084     -4.269400e+02 1.042000e+02
8 11084     -2.833200e+02 -1.678800e+02
13 11084     1.578003e+01 -2.108500e+02
15 11084     -4.129500e+02 1.923700e+02
1 11085     2.489600e+02 1.562000e+02
7 11085     -7.492999e+01 2.580100e+02
1 11086     5.728600e+02 1.531000e+02
10 11086     2.077100e+02 4.295700e+02
1 11087     -3.626300e+02 1.481200e+02
13 11087     -2.519300e+02 -3.258300e+02
1 11088     -6.698999e+01 1.316400e+02
2 11088     -4.182000e+02 -2.226400e+02
4 11088     -2.295100e+02 -1.637300e+02
7 11088     -4.357100e+02 6.137000e+01
10 11088     -4.461900e+02 1.449900e+02
13 11088     1.070001e+01 -2.470700e+02
1 11089     1.478800e+02 1.240800e+02
7 11089     -1.546300e+02 1.865700e+02
10 11089     -1.574700e+02 2.373100e+02
13 11089     3.071500e+02 -1.555500e+02
15 11089     -1.093100e+02 2.473800e+02
1 11090     5.925000e+02 8.034000e+01
10 11090     2.610200e+02 3.612200e+02
1 11091     2.693199e+02 6.835999e+01
7 11091     -4.760010e+00 1.955500e+02
10 11091     5.679993e+00 2.292200e+02
1 11092     2.693199e+02 6.835999e+01
4 11092     -2.369300e+02 -4.845300e+02
7 11092     -4.760010e+00 1.955500e+02
10 11092     5.679993e+00 2.292200e+02
1 11093     4.786899e+02 5.253998e+01
7 11093     1.620100e+02 2.585600e+02
1 11094     3.054000e+02 4.792999e+01
4 11094     -2.484600e+02 -5.177200e+02
5 11094     7.909800e+02 -6.007500e+02
6 11094     9.067999e+01 1.261500e+02
12 11094     1.137100e+02 1.775000e+02
15 11094     1.356600e+02 2.350600e+02
1 11095     3.489800e+02 3.914001e+01
7 11095     7.639001e+01 2.027900e+02
1 11096     -1.651700e+02 2.188000e+01
2 11096     -3.916800e+02 -3.522900e+02
7 11096     -4.589800e+02 -7.946997e+01
13 11096     -5.400024e+00 -3.661800e+02
1 11097     4.007300e+02 1.008002e+01
7 11097     1.291600e+02 1.975900e+02
1 11098     -1.644000e+02 2.520020e+00
7 11098     -4.464000e+02 -9.602002e+01
13 11098     5.349976e+00 -3.820100e+02
1 11099     -1.590800e+02 -2.534003e+01
7 11099     -4.223800e+02 -1.174700e+02
8 11099     -2.283500e+02 -3.379200e+02
13 11099     2.645001e+01 -4.032900e+02
1 11100     4.287500e+02 -3.871002e+01
7 11100     1.703800e+02 1.662900e+02
1 11101     -2.105000e+02 -4.034003e+01
6 11101     -5.447500e+02 -4.034399e+02
7 11101     -4.638800e+02 -1.555900e+02
15 11101     -5.098100e+02 -1.589200e+02
1 11102     -1.876500e+02 -4.225000e+01
7 11102     -4.401200e+02 -1.468100e+02
8 11102     -2.397100e+02 -3.634500e+02
13 11102     1.146997e+01 -4.277200e+02
1 11103     -3.440100e+02 -7.087000e+01
7 11103     -5.755700e+02 -2.516000e+02
1 11104     -6.532200e+02 -8.106000e+01
4 11104     -4.051100e+02 1.741800e+02
1 11105     -3.017800e+02 -9.407001e+01
13 11105     -5.434998e+01 -5.106899e+02
1 11106     1.409200e+02 -9.402002e+01
7 11106     -4.423999e+01 -3.619995e+00
13 11106     4.062500e+02 -3.254900e+02
1 11107     -4.844600e+02 -9.651001e+01
15 11107     -8.460900e+02 -3.922800e+02
1 11108     8.451801e+02 -1.110000e+02
2 11108     5.239700e+02 3.260999e+01
6 11108     4.377600e+02 1.971000e+02
7 11108     4.419100e+02 2.334900e+02
8 11108     4.881801e+02 -1.470001e+00
10 11108     5.968800e+02 2.693500e+02
12 11108     5.211500e+02 2.072000e+02
13 11108     8.131500e+02 -1.492200e+02
15 11108     7.990100e+02 2.961700e+02
1 11109     2.387200e+02 -1.123300e+02
7 11109     4.910999e+01 2.502002e+01
13 11109     4.888900e+02 -3.066000e+02
1 11110     3.641100e+02 -1.130400e+02
3 11110     2.942500e+02 -3.058500e+02
6 11110     2.345800e+02 7.869995e+00
7 11110     1.533800e+02 7.817999e+01
12 11110     2.604000e+02 5.084003e+01
1 11111     6.115500e+02 -1.178800e+02
10 11111     4.038300e+02 1.733400e+02
15 11111     5.604700e+02 1.807300e+02
1 11112     -4.966000e+02 -1.194000e+02
15 11112     -8.483300e+02 -4.298600e+02
1 11113     3.721000e+02 -1.239600e+02
6 11113     2.440000e+02 2.929993e+00
7 11113     1.628700e+02 7.225000e+01
8 11113     3.658000e+02 -5.539999e+01
10 11113     1.916400e+02 7.142999e+01
12 11113     2.711500e+02 4.522998e+01
1 11114     1.254700e+02 -1.325600e+02
7 11114     -4.169000e+01 -4.587000e+01
10 11114     -5.945001e+01 -4.540997e+01
15 11114     6.510010e+00 -8.096997e+01
1 11115     5.697500e+02 -1.338700e+02
7 11115     2.950300e+02 1.328200e+02
10 11115     3.731400e+02 1.420800e+02
13 11115     6.946600e+02 -2.298600e+02
15 11115     5.228000e+02 1.437800e+02
1 11116     2.294200e+02 -1.488300e+02
7 11116     6.073999e+01 -9.609985e+00
1 11117     3.162500e+02 -1.526200e+02
7 11117     1.295900e+02 2.421002e+01
1 11118     4.550100e+02 -1.571200e+02
7 11118     2.354301e+02 7.447998e+01
1 11119     -5.018700e+02 -1.692800e+02
7 11119     -6.725400e+02 -4.309500e+02
15 11119     -8.236400e+02 -4.992000e+02
1 11120     -4.283100e+02 -2.064700e+02
7 11120     -5.697800e+02 -4.223200e+02
1 11121     3.919600e+02 -2.127800e+02
3 11121     3.649301e+02 -3.817800e+02
6 11121     3.085200e+02 -7.002002e+01
7 11121     2.145699e+02 3.630005e+00
8 11121     4.167700e+02 -1.168800e+02
1 11122     2.860200e+02 -2.185200e+02
7 11122     1.367100e+02 -4.588000e+01
1 11123     1.448400e+02 -2.195200e+02
6 11123     1.348200e+02 -2.206000e+02
15 11123     8.156000e+01 -1.754900e+02
1 11124     2.308000e+02 -2.318400e+02
7 11124     1.020700e+02 -7.894000e+01
1 11125     8.301200e+02 -2.579800e+02
2 11125     5.900601e+02 -9.201001e+01
7 11125     4.854301e+02 1.103800e+02
8 11125     5.412600e+02 -1.054300e+02
13 11125     8.580300e+02 -2.665900e+02
15 11125     8.504600e+02 1.166000e+02
1 11126     -6.655500e+02 -2.606400e+02
4 11126     -5.493400e+02 1.616600e+02
1 11127     8.475601e+02 -2.621900e+02
2 11127     6.071801e+02 -8.122998e+01
7 11127     5.005000e+02 1.154200e+02
9 11127     3.852600e+02 3.488000e+01
10 11127     6.556400e+02 1.225000e+02
13 11127     8.738900e+02 -2.624700e+02
1 11128     8.475601e+02 -2.621900e+02
2 11128     6.071801e+02 -8.122998e+01
8 11128     5.560500e+02 -9.734003e+01
9 11128     3.852600e+02 3.488000e+01
12 11128     6.038300e+02 7.815002e+01
13 11128     8.738900e+02 -2.624700e+02
1 11129     -3.875300e+02 -2.651000e+02
10 11129     -5.866600e+02 -4.453500e+02
15 11129     -6.006500e+02 -5.502300e+02
1 11130     -1.884200e+02 -2.677100e+02
6 11130     -2.496000e+02 -5.872500e+02
15 11130     -3.379700e+02 -4.312600e+02
1 11131     8.355900e+02 -2.675300e+02
7 11131     4.927200e+02 1.058200e+02
8 11131     5.495200e+02 -1.081800e+02
10 11131     6.458700e+02 1.121300e+02
13 11131     8.655200e+02 -2.712200e+02
15 11131     8.607300e+02 1.085800e+02
1 11132     -1.827300e+02 -2.727000e+02
15 11132     -3.267300e+02 -4.333700e+02
1 11133     -2.947800e+02 -2.772800e+02
15 11133     -4.685900e+02 -5.067000e+02
1 11134     -1.731700e+02 -2.799500e+02
6 11134     -2.193100e+02 -5.856100e+02
7 11134     -2.752400e+02 -3.450300e+02
15 11134     -3.100400e+02 -4.364399e+02
1 11135     8.542500e+02 -3.002200e+02
2 11135     6.331899e+02 -1.051600e+02
7 11135     5.195699e+02 8.894000e+01
8 11135     5.773900e+02 -1.178400e+02
9 11135     4.076899e+02 1.625000e+01
10 11135     6.766500e+02 8.769000e+01
1 11136     3.896400e+02 -3.083900e+02
15 11136     4.117800e+02 -1.551000e+02
1 11137     5.001600e+02 -3.160800e+02
15 11137     5.304500e+02 -1.097300e+02
1 11138     -6.300300e+02 -3.173200e+02
4 11138     -5.965000e+02 1.283400e+02
1 11139     -6.790700e+02 -3.182800e+02
4 11139     -6.013200e+02 1.640300e+02
1 11140     -6.500000e+02 -3.179400e+02
4 11140     -5.980900e+02 1.430800e+02
1 11141     -6.039100e+02 -3.263500e+02
4 11141     -6.021200e+02 1.073800e+02
1 11142     4.877500e+02 -3.276300e+02
10 11142     3.690699e+02 -8.642999e+01
1 11143     3.174500e+02 -3.595600e+02
10 11143     2.258900e+02 -1.930900e+02
